,Geography,Gender,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7233,France,Male,YES,YES,154844.22,NO
7234,Spain,Female,YES,YES,18785.48,NO
7235,France,Male,YES,NO,64771.61,NO
7236,Spain,Male,YES,YES,16250.61,NO
7237,France,Female,YES,NO,131093.99,NO
7238,Spain,Male,YES,NO,129188.18,YES
7239,Germany,Male,YES,NO,47428.73,YES
7240,France,Female,YES,NO,132973.21,NO
7241,France,Male,YES,YES,84908.2,NO
7242,Spain,Male,NO,NO,57338.56,YES
7243,France,Male,YES,YES,161579.85,NO
7244,France,Female,YES,NO,122625.68,NO
7245,Germany,Female,YES,YES,52909.87,NO
7246,France,Male,NO,YES,170226.47,NO
7247,Germany,Female,YES,YES,191757.65,YES
7248,Spain,Female,YES,NO,66652.75,YES
7249,France,Male,YES,YES,195977.75,NO
7250,Spain,Female,YES,YES,69056.26,NO
7251,Germany,Male,YES,NO,12920.43,NO
7252,Germany,Male,YES,NO,138552.74,NO
7253,Spain,Female,YES,NO,22832.71,YES
7254,France,Male,NO,YES,61811.1,NO
7255,France,Female,YES,NO,191604.27,YES
7256,Germany,Female,YES,YES,25445.0,NO
7257,France,Female,NO,YES,129964.56,YES
7258,Germany,Female,NO,NO,6209.51,YES
7259,Spain,Male,YES,YES,134794.02,NO
7260,France,Female,YES,YES,57549.65,NO
7261,France,Female,NO,YES,28367.21,NO
7262,Spain,Female,YES,YES,51703.09,NO
7263,France,Female,YES,YES,66602.7,NO
7264,Spain,Male,YES,YES,2739.71,NO
7265,France,Female,NO,NO,69227.42,NO
7266,Spain,Female,YES,NO,31445.03,YES
7267,Germany,Male,YES,NO,150037.19,NO
7268,Germany,Female,NO,YES,111448.92,NO
7269,Germany,Male,YES,NO,51226.32,YES
7270,Germany,Male,YES,YES,53581.14,NO
7271,Germany,Male,YES,YES,149697.78,NO
7272,France,Female,YES,YES,160348.31,NO
7273,Spain,Male,YES,YES,154641.91,NO
7274,France,Female,YES,YES,104331.76,NO
7275,France,Female,NO,NO,135630.32,NO
7276,France,Male,YES,YES,65361.66,NO
7277,Germany,Male,YES,YES,56176.31,NO
7278,France,Female,NO,YES,60059.47,NO
7279,Germany,Male,NO,NO,51364.56,NO
7280,France,Male,YES,YES,118752.6,NO
7281,France,Male,YES,YES,116848.79,YES
7282,Spain,Female,YES,NO,45026.23,YES
7283,France,Male,YES,YES,189657.26,NO
7284,Spain,Male,NO,NO,57213.46,NO
7285,France,Male,YES,YES,63687.06,NO
7286,France,Female,YES,YES,58761.33,NO
7287,Spain,Male,YES,YES,14187.78,NO
7288,France,Female,YES,NO,145115.95,NO
7289,Spain,Female,YES,NO,187718.26,NO
7290,France,Male,YES,NO,27150.35,NO
7291,Spain,Male,YES,NO,111622.76,YES
7292,Spain,Male,YES,NO,27244.35,NO
7293,France,Female,YES,NO,57029.66,NO
7294,Germany,Male,NO,NO,25183.01,NO
7295,Germany,Male,NO,YES,129980.93,NO
7296,Germany,Female,YES,NO,118716.63,NO
7297,Germany,Female,NO,YES,20134.07,NO
7298,France,Male,NO,YES,190208.23,NO
7299,France,Male,YES,YES,68021.9,NO
7300,Germany,Male,NO,NO,110881.56,NO
7301,Germany,Female,YES,YES,132480.75,NO
7302,France,Female,YES,YES,7032.95,NO
7303,France,Male,YES,NO,27862.58,NO
7304,Germany,Male,YES,YES,87008.17,NO
7305,France,Male,YES,YES,27411.19,NO
7306,France,Female,YES,YES,46395.21,NO
7307,France,Male,YES,YES,194245.29,NO
7308,Spain,Female,NO,YES,151317.27,YES
7309,Spain,Female,YES,NO,118142.79,NO
7310,France,Female,YES,YES,138700.75,YES
7311,France,Male,NO,YES,6035.51,NO
7312,France,Female,YES,YES,41263.69,NO
7313,France,Female,NO,YES,63185.05,NO
7314,France,Female,YES,NO,92536.0,YES
7315,Germany,Female,YES,YES,158736.07,NO
7316,Germany,Male,NO,NO,18633.4,YES
7317,Germany,Male,YES,NO,71830.1,YES
7318,Spain,Female,YES,NO,19525.65,NO
7319,Germany,Female,YES,YES,110953.33,NO
7320,Germany,Female,YES,YES,4466.21,NO
7321,France,Male,YES,YES,105818.51,NO
7322,France,Female,NO,NO,149558.83,YES
7323,Spain,Male,YES,NO,4070.28,NO
7324,France,Female,YES,NO,132741.13,YES
7325,Spain,Female,YES,NO,61251.25,NO
7326,France,Male,YES,NO,91347.76,NO
7327,Spain,Male,YES,NO,171045.31,YES
7328,Germany,Male,NO,NO,155850.4,YES
7329,France,Female,YES,NO,27380.99,NO
7330,France,Male,YES,NO,154208.96,NO
7331,Spain,Male,YES,YES,93624.55,NO
7332,Germany,Female,YES,NO,64746.07,NO
7333,Spain,Male,YES,NO,82815.93,NO
7334,France,Male,YES,YES,27308.58,NO
7335,France,Female,YES,YES,104876.8,NO
7336,France,Female,YES,NO,151316.37,NO
7337,France,Female,YES,NO,91817.38,YES
7338,Germany,Female,NO,YES,125311.17,YES
7339,Spain,Female,YES,YES,14868.94,YES
7340,France,Male,YES,NO,196112.45,NO
7341,Spain,Male,NO,NO,24093.4,YES
7342,France,Male,YES,YES,66263.87,NO
7343,France,Male,NO,YES,100304.13,NO
7344,France,Male,YES,NO,167909.52,NO
7345,France,Male,YES,YES,16246.59,NO
7346,France,Male,YES,NO,103603.65,NO
7347,Spain,Male,YES,NO,7680.23,NO
7348,Spain,Male,NO,NO,95215.73,NO
7349,Germany,Male,NO,YES,148172.94,NO
7350,Spain,Male,YES,NO,124382.9,NO
7351,Spain,Male,YES,NO,159311.46,NO
7352,France,Female,NO,NO,6787.48,NO
7353,France,Male,NO,YES,197297.77,YES
7354,Germany,Female,YES,NO,21556.95,NO
7355,Spain,Female,YES,NO,56518.0,NO
7356,France,Female,YES,NO,158840.99,NO
7357,Spain,Female,YES,YES,126396.01,NO
7358,France,Female,NO,YES,148087.88,YES
7359,France,Male,YES,NO,33701.5,NO
7360,Spain,Male,NO,YES,84622.37,NO
7361,France,Female,YES,NO,185580.89,YES
7362,France,Male,YES,YES,62768.8,NO
7363,France,Male,YES,YES,38829.11,NO
7364,France,Female,YES,NO,110748.88,NO
7365,Spain,Female,YES,YES,54083.8,YES
7366,Spain,Female,NO,YES,88658.73,NO
7367,Spain,Male,YES,NO,177938.52,NO
7368,Germany,Female,YES,NO,174235.06,NO
7369,Spain,Female,YES,YES,82696.84,NO
7370,France,Male,YES,YES,142415.97,NO
7371,France,Male,YES,NO,62811.03,NO
7372,Spain,Male,NO,YES,25339.29,NO
7373,Germany,Male,NO,YES,176487.05,NO
7374,Germany,Female,YES,YES,49833.5,YES
7375,France,Male,YES,YES,55829.25,NO
7376,France,Male,YES,YES,155823.2,NO
7377,France,Female,YES,YES,60622.61,NO
7378,France,Male,YES,YES,174196.68,NO
7379,France,Female,YES,YES,56905.38,NO
7380,Germany,Female,YES,YES,101178.85,NO
7381,Germany,Female,YES,YES,73857.94,YES
7382,Spain,Male,YES,NO,102325.19,NO
7383,Spain,Female,NO,NO,55356.39,YES
7384,France,Female,YES,YES,131284.93,NO
7385,France,Male,NO,NO,88080.43,NO
7386,Germany,Female,NO,YES,93266.01,NO
7387,France,Male,NO,NO,75562.47,NO
7388,France,Female,YES,YES,153747.73,NO
7389,Spain,Female,YES,NO,163830.64,NO
7390,Spain,Male,YES,NO,103456.47,NO
7391,France,Male,YES,NO,95655.16,NO
7392,Spain,Male,YES,YES,138350.74,NO
7393,France,Male,NO,NO,31190.42,NO
7394,France,Female,NO,YES,167553.06,NO
7395,Germany,Female,NO,NO,59604.45,YES
7396,Spain,Female,YES,NO,162223.67,YES
7397,Germany,Male,YES,NO,196549.85,YES
7398,Germany,Female,YES,YES,120373.84,YES
7399,France,Female,YES,NO,92149.64,NO
7400,Germany,Male,NO,YES,178361.48,YES
7401,France,Female,NO,NO,170998.83,NO
7402,Spain,Male,YES,NO,77216.48,NO
7403,Spain,Male,NO,NO,121164.6,YES
7404,France,Male,YES,YES,141841.31,NO
7405,France,Male,YES,YES,104000.06,NO
7406,Spain,Male,YES,YES,191419.32,NO
7407,France,Male,YES,NO,28188.96,NO
7408,France,Male,YES,YES,60407.93,NO
7409,Germany,Female,YES,YES,130489.37,NO
7410,Spain,Male,YES,NO,193040.32,NO
7411,Germany,Female,YES,NO,109742.8,NO
7412,France,Male,YES,YES,74760.32,NO
7413,Germany,Female,NO,YES,61936.1,NO
7414,Germany,Female,YES,YES,78650.95,NO
7415,France,Male,NO,NO,168023.6,NO
7416,France,Male,NO,YES,5571.59,NO
7417,Germany,Female,YES,NO,118591.67,NO
7418,France,Male,YES,NO,7824.31,NO
7419,Germany,Female,NO,NO,38153.19,NO
7420,Germany,Female,YES,YES,180829.99,NO
7421,Spain,Female,YES,YES,143960.72,NO
7422,France,Male,YES,YES,8788.35,NO
7423,Germany,Male,YES,NO,103557.85,NO
7424,Germany,Male,YES,NO,147168.28,YES
7425,Germany,Male,YES,NO,58844.84,YES
7426,France,Female,NO,NO,18094.96,YES
7427,Spain,Male,NO,NO,162515.17,NO
7428,Spain,Male,YES,YES,157921.25,NO
7429,Spain,Female,NO,NO,68701.73,NO
7430,France,Female,YES,NO,186778.89,NO
7431,France,Male,YES,NO,66561.6,NO
7432,Germany,Male,NO,YES,64831.36,NO
7433,Germany,Female,YES,YES,6589.16,YES
7434,Spain,Male,YES,NO,165370.66,NO
7435,Spain,Female,YES,NO,184758.17,YES
7436,Germany,Female,YES,NO,13911.27,YES
7437,France,Female,YES,YES,34857.46,NO
7438,France,Female,YES,NO,156192.43,NO
7439,France,Female,NO,NO,53874.67,NO
7440,Spain,Female,NO,NO,100183.05,NO
7441,France,Male,YES,YES,4493.12,NO
7442,Spain,Male,YES,NO,130610.78,NO
7443,France,Female,YES,NO,63340.65,NO
7444,France,Female,YES,YES,180066.59,NO
7445,France,Female,YES,NO,95273.73,YES
7446,France,Male,YES,YES,53511.74,NO
7447,Germany,Male,YES,YES,109685.61,NO
7448,Spain,Male,NO,NO,75664.56,YES
7449,France,Female,YES,YES,71972.95,NO
7450,Spain,Female,YES,YES,23702.42,NO
7451,France,Male,NO,NO,112572.02,NO
7452,Spain,Male,NO,NO,62424.46,NO
7453,Germany,Female,YES,YES,131238.37,YES
7454,France,Male,YES,YES,184350.78,NO
7455,Germany,Male,NO,YES,13999.64,YES
7456,Spain,Male,YES,NO,168152.76,NO
7457,Germany,Female,YES,NO,35640.12,YES
7458,Spain,Female,YES,YES,120088.17,NO
7459,Spain,Female,YES,YES,74346.11,NO
7460,Germany,Male,YES,NO,2955.46,NO
7461,Spain,Male,NO,YES,146504.35,NO
7462,France,Male,YES,YES,149602.54,NO
7463,France,Male,YES,NO,53020.9,NO
7464,Germany,Male,YES,NO,41788.25,YES
7465,Germany,Male,NO,YES,74849.46,NO
7466,Germany,Female,YES,YES,134417.31,NO
7467,Germany,Female,YES,YES,75837.58,NO
7468,Spain,Female,YES,YES,54869.54,NO
7469,France,Female,YES,NO,35356.46,NO
7470,Germany,Female,YES,YES,122141.13,NO
7471,Germany,Female,NO,YES,119439.66,NO
7472,France,Female,YES,NO,81999.53,NO
7473,Spain,Male,YES,YES,120594.85,NO
7474,France,Male,YES,NO,120770.75,YES
7475,France,Male,NO,NO,134790.74,NO
7476,France,Male,YES,NO,100137.7,NO
7477,France,Female,NO,NO,158325.87,YES
7478,Spain,Male,YES,NO,70007.67,NO
7479,Spain,Male,YES,NO,88659.07,NO
7480,Spain,Male,NO,NO,190889.13,NO
7481,France,Male,YES,YES,56646.28,NO
7482,Germany,Male,YES,NO,32999.1,NO
7483,France,Male,NO,YES,178235.37,YES
7484,France,Female,NO,YES,25448.31,NO
7485,France,Male,YES,NO,84871.99,NO
7486,France,Male,NO,NO,157822.54,NO
7487,France,Female,NO,NO,84383.22,YES
7488,Germany,Female,YES,NO,119216.46,NO
7489,France,Female,YES,NO,82547.01,NO
7490,France,Female,YES,YES,86764.46,NO
7491,France,Male,YES,NO,197372.13,NO
7492,France,Male,NO,YES,82872.64,YES
7493,Spain,Female,YES,YES,129563.86,NO
7494,France,Female,YES,YES,135388.89,NO
7495,France,Female,NO,YES,4497.55,NO
7496,Germany,Male,YES,YES,67885.37,NO
7497,France,Male,YES,NO,111471.55,NO
7498,France,Female,YES,YES,134407.93,NO
7499,Germany,Female,YES,NO,108258.22,YES
7500,France,Male,YES,NO,197528.62,NO
7501,France,Female,YES,YES,139761.25,NO
7502,Spain,Female,YES,NO,136119.96,YES
7503,Germany,Male,YES,YES,197812.16,NO
7504,Spain,Female,YES,YES,51972.92,YES
7505,Spain,Male,YES,NO,99341.87,NO
7506,Germany,Female,NO,YES,171345.02,YES
7507,Germany,Male,YES,NO,119056.68,YES
7508,Germany,Male,YES,YES,172601.62,NO
7509,Germany,Male,NO,YES,104936.88,NO
7510,France,Male,YES,YES,159044.1,NO
7511,France,Male,YES,NO,83263.06,NO
7512,France,Male,YES,YES,130910.78,NO
7513,France,Male,YES,NO,126336.72,NO
7514,France,Male,YES,NO,27980.8,YES
7515,France,Female,YES,YES,47880.71,NO
7516,France,Male,YES,NO,73882.49,NO
7517,France,Male,YES,NO,162960.05,YES
7518,Germany,Male,YES,YES,68807.47,NO
7519,France,Female,YES,NO,144039.05,NO
7520,Germany,Female,YES,YES,151192.18,NO
7521,Spain,Male,NO,NO,120225.62,NO
7522,France,Male,NO,NO,56118.81,YES
7523,Spain,Female,NO,YES,130853.03,NO
7524,France,Female,YES,YES,185156.94,NO
7525,Germany,Male,NO,YES,35671.45,NO
7526,France,Female,YES,YES,59568.24,NO
7527,Spain,Male,NO,NO,139911.58,NO
7528,France,Male,YES,NO,56770.76,NO
7529,France,Female,YES,YES,157564.75,NO
7530,Germany,Female,NO,YES,131473.31,NO
7531,France,Male,NO,NO,90424.09,NO
7532,Spain,Female,NO,YES,156660.21,NO
7533,Germany,Female,NO,NO,88372.69,YES
7534,France,Male,YES,YES,46200.71,NO
7535,Germany,Female,YES,NO,160548.12,NO
7536,France,Female,YES,NO,1262.83,YES
7537,France,Female,YES,YES,188639.28,NO
7538,Spain,Male,YES,NO,14665.28,NO
7539,France,Male,YES,NO,156868.21,NO
7540,France,Male,YES,NO,30461.55,NO
7541,France,Male,YES,YES,123885.88,NO
7542,Spain,Female,YES,YES,60688.38,NO
7543,France,Male,YES,NO,21785.91,NO
7544,France,Male,NO,NO,188135.69,NO
7545,France,Male,YES,NO,154364.66,NO
7546,France,Female,YES,NO,61312.15,NO
7547,France,Male,YES,YES,47454.93,NO
7548,Germany,Female,NO,YES,121102.9,NO
7549,Germany,Female,YES,NO,137419.87,YES
7550,France,Female,YES,YES,157664.02,NO
7551,France,Female,YES,NO,148689.65,NO
7552,Spain,Male,YES,YES,39789.62,NO
7553,Spain,Female,YES,YES,165162.4,NO
7554,Spain,Male,NO,NO,137674.55,YES
7555,Spain,Male,YES,NO,101371.72,NO
7556,Spain,Male,YES,YES,65066.48,YES
7557,France,Male,YES,NO,107876.91,NO
7558,Spain,Female,YES,NO,111180.3,YES
7559,Spain,Female,YES,NO,115650.63,NO
7560,France,Male,YES,YES,165035.17,NO
7561,France,Male,YES,NO,193746.55,NO
7562,France,Male,YES,NO,58458.26,NO
7563,France,Male,NO,YES,52332.85,NO
7564,Germany,Male,YES,YES,75959.1,YES
7565,France,Male,YES,NO,123.07,YES
7566,Spain,Male,YES,NO,167066.95,YES
7567,France,Male,NO,NO,117572.59,YES
7568,Spain,Female,YES,YES,7166.71,NO
7569,Spain,Male,YES,YES,137173.39,NO
7570,France,Male,YES,NO,116442.42,YES
7571,France,Male,YES,YES,32421.32,YES
7572,Germany,Male,NO,YES,104665.79,NO
7573,Spain,Female,YES,NO,44215.86,NO
7574,France,Female,YES,NO,20164.47,NO
7575,Germany,Male,YES,YES,26691.31,NO
7576,Spain,Male,NO,YES,107955.67,NO
7577,Germany,Male,YES,YES,150048.37,NO
7578,France,Female,YES,NO,192255.15,NO
7579,France,Male,NO,NO,173245.68,NO
7580,France,Male,NO,YES,121457.88,YES
7581,Germany,Male,YES,YES,104804.74,NO
7582,Germany,Female,NO,NO,69767.14,NO
7583,France,Male,YES,NO,178373.43,NO
7584,Spain,Female,NO,NO,99924.04,NO
7585,France,Female,YES,YES,49594.19,YES
7586,Spain,Male,YES,YES,186071.14,NO
7587,Spain,Female,YES,NO,77511.45,NO
7588,Spain,Male,YES,YES,54816.57,NO
7589,France,Female,NO,YES,61290.99,NO
7590,Germany,Female,YES,YES,191821.35,YES
7591,Spain,Female,NO,YES,156768.45,NO
7592,Germany,Male,YES,NO,73731.32,NO
7593,France,Male,YES,NO,122190.22,NO
7594,France,Male,YES,YES,123509.01,NO
7595,France,Female,YES,NO,8199.5,NO
7596,Germany,Male,YES,YES,14113.11,NO
7597,France,Male,NO,NO,51705.01,NO
7598,France,Female,YES,NO,161937.62,YES
7599,France,Female,YES,NO,120892.96,YES
7600,Spain,Male,YES,YES,65035.02,NO
7601,France,Male,NO,YES,164257.37,NO
7602,France,Female,YES,NO,51987.99,NO
7603,Spain,Female,YES,NO,10899.63,YES
7604,France,Female,YES,NO,177355.8,YES
7605,Spain,Male,NO,YES,63889.1,NO
7606,Germany,Female,YES,YES,176433.6,NO
7607,Spain,Female,YES,NO,81313.51,NO
7608,Spain,Female,NO,YES,13998.88,NO
7609,France,Male,YES,NO,5771.56,NO
7610,France,Male,YES,YES,42693.65,NO
7611,Spain,Male,NO,NO,90839.61,NO
7612,Spain,Male,YES,YES,54144.01,NO
7613,France,Female,YES,YES,184312.88,NO
7614,France,Male,YES,NO,20306.79,NO
7615,Spain,Male,YES,YES,128256.18,NO
7616,France,Female,YES,NO,182720.07,NO
7617,France,Male,NO,YES,4082.52,NO
7618,France,Female,NO,NO,102233.73,NO
7619,France,Female,YES,NO,132002.83,NO
7620,France,Female,YES,NO,126838.7,NO
7621,France,Male,NO,NO,181461.46,NO
7622,France,Male,YES,NO,195325.74,NO
7623,France,Male,NO,YES,29132.43,NO
7624,France,Female,YES,YES,131804.86,NO
7625,Germany,Male,YES,YES,173784.04,NO
7626,Germany,Female,YES,NO,26249.86,NO
7627,Spain,Female,YES,YES,182650.15,NO
7628,France,Male,YES,NO,196582.55,NO
7629,Germany,Female,NO,NO,141977.54,YES
7630,Germany,Male,YES,YES,55313.51,NO
7631,Spain,Male,YES,YES,62944.75,NO
7632,France,Male,YES,NO,72375.03,NO
7633,Germany,Female,NO,NO,188324.01,YES
7634,Germany,Male,NO,YES,133403.07,NO
7635,France,Female,YES,NO,157378.5,NO
7636,Germany,Female,YES,NO,101240.08,YES
7637,France,Male,YES,YES,102502.5,NO
7638,Germany,Female,YES,YES,37577.66,NO
7639,France,Male,YES,YES,83456.67,NO
7640,Germany,Female,YES,NO,199420.41,NO
7641,France,Male,YES,YES,24748.89,NO
7642,France,Male,YES,YES,121765.0,NO
7643,Spain,Female,YES,YES,113666.48,NO
7644,France,Male,YES,NO,134110.93,NO
7645,Germany,Male,YES,NO,183095.87,NO
7646,Spain,Male,YES,YES,159891.03,NO
7647,France,Male,YES,YES,8316.19,NO
7648,Spain,Female,NO,NO,63736.36,NO
7649,France,Female,YES,YES,94715.24,NO
7650,Germany,Male,YES,NO,68695.38,NO
7651,Germany,Male,NO,NO,36899.62,NO
7652,France,Male,YES,NO,182775.08,NO
7653,Spain,Female,NO,NO,62390.59,YES
7654,France,Female,YES,YES,76042.48,NO
7655,France,Male,NO,YES,70956.75,NO
7656,Germany,Male,YES,YES,67311.12,NO
7657,France,Male,YES,YES,110454.46,NO
7658,Spain,Female,NO,NO,88479.02,YES
7659,France,Male,YES,YES,122639.73,NO
7660,Spain,Male,YES,NO,79723.78,NO
7661,Germany,Male,YES,YES,97677.52,YES
7662,Germany,Male,YES,YES,100720.02,YES
7663,France,Male,YES,YES,104730.52,NO
7664,France,Male,YES,YES,22499.29,NO
7665,Spain,Male,YES,NO,28257.89,NO
7666,France,Male,NO,YES,109988.09,NO
7667,France,Male,NO,YES,149991.32,NO
7668,Germany,Male,YES,YES,45180.8,NO
7669,Spain,Male,YES,NO,181605.85,NO
7670,France,Female,YES,YES,126469.09,NO
7671,France,Male,YES,NO,160810.85,YES
7672,France,Male,NO,NO,88146.86,NO
7673,Spain,Female,NO,NO,88333.74,NO
7674,France,Male,YES,NO,90174.83,NO
7675,Spain,Male,YES,NO,81298.09,NO
7676,France,Female,NO,YES,60013.17,NO
7677,France,Male,YES,NO,100940.91,NO
7678,France,Male,YES,NO,12599.94,YES
7679,Spain,Male,YES,YES,128590.73,NO
7680,Spain,Male,NO,YES,23180.37,NO
7681,France,Male,YES,YES,55796.83,YES
7682,Spain,Male,NO,YES,152097.02,NO
7683,Germany,Male,NO,YES,162443.05,NO
7684,Spain,Male,YES,YES,55551.26,NO
7685,Germany,Female,YES,YES,109496.69,NO
7686,France,Male,YES,YES,72105.63,NO
7687,France,Male,YES,YES,41815.22,YES
7688,Germany,Male,YES,NO,74005.04,YES
7689,France,Female,NO,NO,70224.34,NO
7690,Spain,Male,NO,NO,145528.22,NO
7691,France,Female,NO,YES,124486.28,NO
7692,Germany,Male,YES,NO,10078.02,NO
7693,Germany,Female,NO,NO,164967.21,NO
7694,Spain,Female,YES,YES,91149.48,NO
7695,Germany,Female,NO,NO,103379.31,YES
7696,Germany,Female,YES,YES,128049.34,YES
7697,Spain,Female,YES,NO,54342.83,NO
7698,France,Male,YES,YES,13614.01,YES
7699,Spain,Female,NO,YES,35521.63,NO
7700,Spain,Female,YES,NO,40496.72,NO
7701,France,Female,NO,NO,91903.9,YES
7702,France,Male,YES,NO,178667.7,NO
7703,Germany,Female,YES,NO,32202.61,NO
7704,Spain,Female,YES,NO,117034.32,NO
7705,France,Female,YES,YES,163746.09,YES
7706,Spain,Male,YES,YES,20346.69,NO
7707,Spain,Male,YES,NO,84710.65,NO
7708,France,Female,NO,YES,120531.31,NO
7709,Spain,Female,YES,YES,152273.57,NO
7710,France,Female,YES,YES,144345.58,NO
7711,Germany,Male,YES,YES,96961.0,YES
7712,France,Male,YES,NO,170307.43,NO
7713,France,Male,YES,NO,29880.99,NO
7714,France,Female,YES,YES,195104.91,NO
7715,France,Male,YES,NO,187756.24,YES
7716,France,Male,NO,YES,67599.69,NO
7717,Spain,Male,YES,YES,105983.09,NO
7718,France,Female,NO,NO,25980.42,YES
7719,Germany,Male,YES,YES,112222.64,NO
7720,France,Male,YES,YES,59864.96,NO
7721,Germany,Male,YES,NO,42581.09,NO
7722,Germany,Male,NO,YES,4777.23,NO
7723,Spain,Male,NO,YES,178038.17,NO
7724,France,Male,NO,YES,128521.16,YES
7725,France,Female,NO,NO,109029.72,NO
7726,France,Male,YES,NO,2267.88,NO
7727,France,Female,YES,YES,55054.48,NO
7728,France,Female,NO,YES,76456.17,NO
7729,France,Female,YES,NO,75478.95,YES
7730,France,Male,NO,YES,179144.54,NO
7731,Germany,Male,YES,NO,193471.74,YES
7732,Spain,Female,YES,NO,103570.8,NO
7733,Germany,Female,NO,NO,102628.56,YES
7734,France,Male,YES,NO,55772.04,NO
7735,Germany,Male,YES,YES,192070.16,YES
7736,France,Female,YES,YES,144808.37,NO
7737,France,Female,YES,NO,5008.23,YES
7738,France,Male,NO,NO,173680.39,NO
7739,Spain,Male,NO,YES,115753.94,NO
7740,Spain,Female,YES,YES,38928.48,YES
7741,France,Male,NO,YES,174381.23,NO
7742,Spain,Male,YES,YES,49829.8,NO
7743,Germany,Male,YES,YES,76169.68,NO
7744,France,Female,NO,NO,133465.57,NO
7745,France,Male,YES,YES,38761.61,NO
7746,France,Female,YES,YES,176779.46,NO
7747,France,Female,YES,YES,13159.9,NO
7748,Germany,Female,YES,NO,48217.97,YES
7749,France,Female,YES,NO,134964.85,YES
7750,France,Male,YES,YES,184221.11,NO
7751,Spain,Female,NO,NO,19264.33,NO
7752,Spain,Female,YES,YES,92797.23,NO
7753,Germany,Male,YES,NO,33114.24,NO
7754,Spain,Female,YES,NO,154347.95,YES
7755,France,Male,YES,YES,184842.21,NO
7756,Spain,Female,YES,YES,155743.48,NO
7757,France,Male,NO,YES,88815.25,NO
7758,France,Male,YES,YES,193747.57,NO
7759,Germany,Female,NO,YES,116548.02,YES
7760,Germany,Male,YES,NO,166324.79,YES
7761,Germany,Male,YES,YES,40199.01,NO
7762,France,Female,NO,NO,51919.04,NO
7763,Spain,Female,YES,YES,73329.08,NO
7764,Germany,Female,YES,NO,145387.05,YES
7765,Germany,Female,NO,NO,140763.18,NO
7766,Spain,Male,NO,NO,67979.35,NO
7767,Germany,Female,YES,NO,133051.64,YES
7768,Spain,Female,YES,NO,86791.9,NO
7769,France,Female,NO,YES,47579.25,NO
7770,France,Male,YES,YES,151623.71,NO
7771,Germany,Male,YES,YES,164039.51,NO
7772,Germany,Female,YES,NO,16528.4,YES
7773,Germany,Male,NO,YES,66753.1,YES
7774,Germany,Male,NO,YES,19244.58,NO
7775,Spain,Male,YES,NO,103832.58,NO
7776,France,Female,NO,YES,502.7,NO
7777,France,Female,NO,YES,1408.68,NO
7778,Spain,Female,NO,YES,5985.36,NO
7779,France,Male,YES,NO,37460.05,NO
7780,Germany,Female,NO,YES,30396.43,NO
7781,France,Male,YES,NO,2498.67,NO
7782,France,Male,YES,YES,55346.14,NO
7783,France,Female,YES,NO,148330.97,YES
7784,France,Female,YES,YES,59237.72,NO
7785,France,Male,YES,YES,48644.94,NO
7786,Spain,Female,YES,YES,140759.03,NO
7787,France,Female,YES,YES,107712.42,NO
7788,Spain,Male,YES,YES,181718.73,NO
7789,Germany,Male,NO,NO,37054.65,NO
7790,France,Male,YES,YES,173940.59,NO
7791,Germany,Female,YES,NO,99298.8,NO
7792,France,Male,YES,NO,62933.03,NO
7793,France,Male,YES,YES,55287.84,NO
7794,France,Female,NO,YES,48197.06,NO
7795,Germany,Male,YES,NO,178642.73,NO
7796,France,Female,YES,YES,8282.22,NO
7797,Germany,Male,YES,NO,33300.56,NO
7798,France,Male,YES,NO,76515.79,NO
7799,Germany,Male,YES,YES,33680.56,NO
7800,Germany,Female,YES,NO,168886.39,YES
7801,France,Male,NO,NO,191746.23,YES
7802,Spain,Male,YES,YES,93091.02,NO
7803,Germany,Female,NO,NO,23904.52,NO
7804,Germany,Male,NO,YES,15807.07,NO
7805,France,Male,YES,YES,83773.02,NO
7806,France,Female,YES,YES,90162.35,NO
7807,Germany,Male,YES,YES,36639.25,NO
7808,Germany,Female,YES,NO,139469.11,YES
7809,Spain,Male,YES,YES,198402.37,YES
7810,Germany,Female,NO,NO,194584.48,NO
7811,France,Male,NO,NO,159629.64,NO
7812,Germany,Male,NO,NO,34231.48,NO
7813,Germany,Female,YES,NO,69643.31,YES
7814,Germany,Female,NO,NO,90270.16,NO
7815,France,Male,YES,NO,47848.56,NO
7816,Germany,Male,YES,YES,162865.52,NO
7817,France,Male,NO,YES,168650.4,NO
7818,Germany,Male,NO,NO,54372.37,NO
7819,Spain,Male,NO,YES,133897.32,NO
7820,France,Male,YES,NO,147878.05,NO
7821,France,Female,NO,YES,118313.38,NO
7822,Germany,Male,YES,NO,181224.24,YES
7823,France,Male,YES,NO,7921.57,NO
7824,France,Female,NO,YES,5708.19,NO
7825,Germany,Female,YES,NO,56756.52,YES
7826,Germany,Female,YES,NO,4121.04,YES
7827,France,Male,NO,YES,97213.09,NO
7828,France,Female,YES,YES,12799.23,NO
7829,France,Female,NO,YES,50400.32,NO
7830,France,Female,YES,YES,41447.86,NO
7831,France,Male,NO,YES,185543.35,NO
7832,Spain,Male,NO,YES,189988.65,YES
7833,Spain,Male,NO,YES,170819.01,NO
7834,France,Male,NO,NO,85547.33,YES
7835,France,Female,YES,NO,137037.97,NO
7836,France,Male,YES,NO,19283.14,NO
7837,Spain,Male,YES,NO,169425.3,YES
7838,Germany,Female,YES,YES,132038.65,NO
